Data_Date,Formulary_ID,Formulary_Name,Payer_Name,Channel,Lives,NDC,Product_Name,Formulary_Status,Restriction,Tier,Effective_Date,As_Of_Date
2026-07-01,FRM88156,Bluegrass Complete Formulary,Bluegrass Health,Commercial,2340912,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88157,Redwood Preferred Formulary,Redwood Alliance,Commercial,1849892,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88158,Monarch Advantage Formulary,Monarch Health,Managed Medicaid,1583508,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88159,Cascade HMO Formulary,Cascade Benefit,Health Exchange,2741132,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88160,Quarry Complete Formulary,Quarry Health Plan,Medicare Advantage,2595957,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88161,Beacon HMO Formulary,Beacon Mutual,Commercial,1011735,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88162,Brightwater HMO Formulary,Brightwater Alliance,Commercial,2111435,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88163,Meridian POS Formulary,Meridian Benefit,Managed Medicaid,1762211,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88164,Union Advantage Formulary,Union Health,Medicare Advantage,197596,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88165,Highland Choice HMO Formulary,Highland Care,Commercial,3089177,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88166,Union EPO Formulary,Union Benefit,Health Exchange,1963769,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88167,Granite POS Formulary,Granite Insurance,Commercial,851637,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88168,Union Select PPO Formulary,Union Alliance,Commercial,3174531,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88169,Redwood Choice HMO Formulary,Redwood Care,Medicare Advantage,1692812,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88170,Ridgeline Preferred Formulary,Ridgeline Benefit,Commercial,361497,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88171,Union Choice HMO Formulary,Union Insurance,Commercial,350833,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88172,Nautilus Complete Formulary,Nautilus Health Plan,Commercial,1890397,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88173,Summit Choice HMO Formulary,Summit Mutual,Managed Medicaid,3160300,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88174,Granite HMO Formulary,Granite Health Plan,Commercial,2721009,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88175,Zephyr Complete Formulary,Zephyr Health Plan,Commercial,1575337,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88176,Lantern Select PPO Formulary,Lantern Benefit,Commercial,490837,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88177,Vantage Select PPO Formulary,Vantage Care,Commercial,2967948,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88178,Willow EPO Formulary,Willow Care,Commercial,1911004,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88179,Highland Preferred Formulary,Highland Care,Managed Medicaid,1232867,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88180,Ironwood POS Formulary,Ironwood Care,Commercial,1007943,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88181,Juniper Preferred Formulary,Juniper Alliance,Commercial,2581697,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88182,Trailhead Advantage Formulary,Trailhead Mutual,Managed Medicaid,324332,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88183,Trailhead EPO Formulary,Trailhead Benefit,Managed Medicaid,2698490,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88184,Northgate Select PPO Formulary,Northgate Health Plan,Commercial,694338,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88185,Cedar POS Formulary,Cedar Insurance,Health Exchange,2325396,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88186,Cedar EPO Formulary,Cedar Health Plan,Commercial,2777925,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88187,Wayfarer POS Formulary,Wayfarer Insurance,Managed Medicaid,1762291,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88188,Quarry Advantage Formulary,Quarry Wellness,Commercial,1917301,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88189,Quarry POS Formulary,Quarry Alliance,Commercial,2559517,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88190,Lantern Choice HMO Formulary,Lantern Health Plan,Managed Medicaid,2370735,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88191,Redwood POS Formulary,Redwood Alliance,Commercial,421057,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88192,Silverpeak Choice HMO Formulary,Silverpeak Health Plan,Managed Medicaid,3039631,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88193,Prairie Select PPO Formulary,Prairie Alliance,Medicare Advantage,112208,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88194,Yellowstone PPO Formulary,Yellowstone Benefit,Commercial,1195094,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88195,Riverbend EPO Formulary,Riverbend Mutual,Commercial,3066389,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88196,Harborview Choice HMO Formulary,Harborview Wellness,Managed Medicaid,1225483,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88197,Brightwater EPO Formulary,Brightwater Care,Commercial,1667151,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88198,Zephyr Preferred Formulary,Zephyr Mutual,Commercial,205016,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88199,Prairie Preferred Formulary,Prairie Health Plan,Commercial,1390588,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88200,Yellowstone Preferred Formulary,Yellowstone Benefit,Managed Medicaid,2247795,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88201,Gateway Advantage Formulary,Gateway Care,Managed Medicaid,1305494,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88202,Wayfarer PPO Formulary,Wayfarer Wellness,Managed Medicaid,2030148,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88203,Granite POS Formulary,Granite Care,Commercial,1864849,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88204,Monarch PPO Formulary,Monarch Alliance,Health Exchange,594159,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88205,Foundry Complete Formulary,Foundry Health Plan,Managed Medicaid,1450823,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88206,Redwood POS Formulary,Redwood Insurance,Commercial,1227171,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88207,Vantage Select PPO Formulary,Vantage Insurance,Commercial,2420336,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88208,Granite HMO Formulary,Granite Insurance,Commercial,1870459,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88209,Redwood EPO Formulary,Redwood Insurance,Commercial,2597336,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88210,Ironwood PPO Formulary,Ironwood Wellness,Commercial,1748511,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88211,Meridian Advantage Formulary,Meridian Health Plan,Health Exchange,2010228,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88212,Harborview POS Formulary,Harborview Care,Managed Medicaid,3113275,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88213,Lantern EPO Formulary,Lantern Alliance,Health Exchange,1229112,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88214,Riverbend Select PPO Formulary,Riverbend Benefit,Medicare Advantage,2704859,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88215,Northgate EPO Formulary,Northgate Benefit,Health Exchange,1939826,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88216,Copperfield EPO Formulary,Copperfield Wellness,Managed Medicaid,2694010,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88217,Riverbend EPO Formulary,Riverbend Health Plan,Medicare Advantage,1372283,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88218,Oakmont Choice HMO Formulary,Oakmont Insurance,Commercial,2458017,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88219,Harborview Complete Formulary,Harborview Care,Commercial,684900,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88220,Juniper POS Formulary,Juniper Wellness,Commercial,2020640,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88221,Quarry POS Formulary,Quarry Wellness,Health Exchange,3180607,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88222,Northgate Preferred Formulary,Northgate Health,Managed Medicaid,862906,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88223,Northgate Complete Formulary,Northgate Wellness,Commercial,2155669,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88224,Monarch PPO Formulary,Monarch Alliance,Managed Medicaid,1954355,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88225,Fairview PPO Formulary,Fairview Care,Medicare Advantage,1460058,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88226,Copperfield EPO Formulary,Copperfield Mutual,Commercial,2705750,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88227,Keystone Preferred Formulary,Keystone Care,Commercial,2756120,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88228,Trailhead POS Formulary,Trailhead Health Plan,Commercial,3186646,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88229,Nautilus POS Formulary,Nautilus Mutual,Commercial,1947002,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88230,Granite PPO Formulary,Granite Mutual,Commercial,879368,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88231,Harborview PPO Formulary,Harborview Wellness,Medicare Advantage,1856143,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88232,Copperfield Choice HMO Formulary,Copperfield Wellness,Managed Medicaid,2522848,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88233,Ironwood Select PPO Formulary,Ironwood Mutual,Commercial,270674,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88234,Keystone Advantage Formulary,Keystone Benefit,Medicare Advantage,640864,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88235,Silverpeak Select PPO Formulary,Silverpeak Wellness,Health Exchange,620455,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88236,Trailhead Advantage Formulary,Trailhead Health Plan,Commercial,1084529,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88237,Cedar PPO Formulary,Cedar Wellness,Commercial,1596957,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88238,Fairview POS Formulary,Fairview Alliance,Commercial,1286662,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88239,Quarry POS Formulary,Quarry Wellness,Medicare Advantage,1018826,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88240,Highland Select PPO Formulary,Highland Insurance,Commercial,2165908,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88241,Foundry Choice HMO Formulary,Foundry Wellness,Commercial,1751148,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88242,Vantage Select PPO Formulary,Vantage Mutual,Commercial,837887,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88243,Ridgeline Select PPO Formulary,Ridgeline Benefit,Medicare Advantage,3049821,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88244,Pinecrest Preferred Formulary,Pinecrest Health Plan,Medicare Advantage,786952,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88245,Meridian EPO Formulary,Meridian Mutual,Health Exchange,985702,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88246,Prairie PPO Formulary,Prairie Benefit,Managed Medicaid,2689827,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88247,Vantage PPO Formulary,Vantage Mutual,Commercial,2235538,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88248,Stonegate HMO Formulary,Stonegate Care,Managed Medicaid,639521,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88249,Lantern Choice HMO Formulary,Lantern Care,Medicare Advantage,1940176,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88250,Granite Advantage Formulary,Granite Care,Medicare Advantage,1596963,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88251,Cedar Advantage Formulary,Cedar Alliance,Health Exchange,1404449,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88252,Quarry PPO Formulary,Quarry Insurance,Commercial,2885702,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88253,Fairview Advantage Formulary,Fairview Health Plan,Commercial,1270258,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88254,Gateway EPO Formulary,Gateway Mutual,Health Exchange,3052362,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88255,Ironwood Choice HMO Formulary,Ironwood Care,Managed Medicaid,2589737,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88256,Oakmont POS Formulary,Oakmont Alliance,Commercial,2334608,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88257,Keystone Select PPO Formulary,Keystone Care,Commercial,3005993,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88258,Beacon Choice HMO Formulary,Beacon Mutual,Commercial,461906,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88259,Redwood EPO Formulary,Redwood Care,Commercial,800978,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88260,Cedar Preferred Formulary,Cedar Benefit,Commercial,2518683,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88261,Keystone Preferred Formulary,Keystone Care,Commercial,2413975,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88262,Everest Complete Formulary,Everest Insurance,Commercial,280361,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88263,Quarry Choice HMO Formulary,Quarry Care,Commercial,1049273,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88264,Everest Advantage Formulary,Everest Health,Commercial,2616274,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88265,Zephyr Select PPO Formulary,Zephyr Health Plan,Commercial,2545051,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88266,Foundry Complete Formulary,Foundry Insurance,Managed Medicaid,1031801,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88267,Northgate Preferred Formulary,Northgate Wellness,Commercial,2874310,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88268,Summit Complete Formulary,Summit Mutual,Commercial,2671403,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88269,Nautilus HMO Formulary,Nautilus Mutual,Medicare Advantage,2522916,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88270,Juniper HMO Formulary,Juniper Care,Commercial,2773181,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88271,Gateway HMO Formulary,Gateway Mutual,Commercial,428585,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88272,Lantern Preferred Formulary,Lantern Alliance,Commercial,1461898,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88273,Cedar EPO Formulary,Cedar Care,Commercial,1323162,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88274,Highland HMO Formulary,Highland Alliance,Medicare Advantage,3043262,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88275,Northgate Choice HMO Formulary,Northgate Health,Health Exchange,473700,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88276,Gateway Complete Formulary,Gateway Mutual,Commercial,1713892,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88277,Brightwater Complete Formulary,Brightwater Wellness,Managed Medicaid,1816675,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88278,Summit Preferred Formulary,Summit Care,Commercial,1549247,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88279,Ridgeline Advantage Formulary,Ridgeline Benefit,Managed Medicaid,1661448,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88280,Stonegate HMO Formulary,Stonegate Insurance,Health Exchange,576817,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88281,Stonegate EPO Formulary,Stonegate Benefit,Managed Medicaid,1644333,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88282,Ridgeline Preferred Formulary,Ridgeline Health Plan,Commercial,2068707,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88283,Brightwater Choice HMO Formulary,Brightwater Health,Commercial,2047597,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88284,Ridgeline Complete Formulary,Ridgeline Mutual,Medicare Advantage,2993552,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88285,Cascade Select PPO Formulary,Cascade Wellness,Commercial,1167816,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88286,Ridgeline HMO Formulary,Ridgeline Care,Commercial,2292952,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88287,Nautilus POS Formulary,Nautilus Care,Commercial,150184,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88288,Northgate POS Formulary,Northgate Wellness,Health Exchange,2480931,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88289,Fairview PPO Formulary,Fairview Wellness,Managed Medicaid,1486426,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88290,Copperfield Preferred Formulary,Copperfield Insurance,Health Exchange,414403,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88291,Lakeside EPO Formulary,Lakeside Wellness,Health Exchange,1365971,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88292,Redwood Advantage Formulary,Redwood Mutual,Medicare Advantage,331738,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88293,Prairie Choice HMO Formulary,Prairie Alliance,Managed Medicaid,25372,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88294,Lantern Advantage Formulary,Lantern Wellness,Commercial,2089984,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88295,Wayfarer Complete Formulary,Wayfarer Health Plan,Commercial,2877830,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88296,Cascade EPO Formulary,Cascade Care,Medicare Advantage,1929775,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88297,Everest Select PPO Formulary,Everest Health Plan,Commercial,2760540,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88298,Harborview Select PPO Formulary,Harborview Mutual,Health Exchange,2948669,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88299,Meridian Complete Formulary,Meridian Wellness,Commercial,571583,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88300,Northgate EPO Formulary,Northgate Mutual,Medicare Advantage,312075,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88301,Riverbend Choice HMO Formulary,Riverbend Benefit,Commercial,590161,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88302,Wayfarer EPO Formulary,Wayfarer Health,Medicare Advantage,1487988,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88303,Fairview HMO Formulary,Fairview Care,Commercial,3170985,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88304,Lakeside Select PPO Formulary,Lakeside Wellness,Health Exchange,368364,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88305,Fairview Advantage Formulary,Fairview Wellness,Commercial,2725232,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88306,Silverpeak HMO Formulary,Silverpeak Alliance,Managed Medicaid,65612,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88307,Monarch Preferred Formulary,Monarch Benefit,Health Exchange,739651,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88308,Meridian POS Formulary,Meridian Insurance,Commercial,268624,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88309,Cedar Select PPO Formulary,Cedar Health Plan,Commercial,1314843,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88310,Lantern Select PPO Formulary,Lantern Care,Health Exchange,1849949,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88311,Northgate PPO Formulary,Northgate Alliance,Commercial,2808740,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88312,Meridian Complete Formulary,Meridian Health Plan,Commercial,2208643,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88313,Northgate Choice HMO Formulary,Northgate Health,Medicare Advantage,1155769,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
